"Charity Number","Charity Subsidiary Number","Charity Name","Charity Address","Charity Postcode","Charity Constituency","Phone","Email","Website","Last Recorded Financial Year","Last Recorded Income","Last Recorded Expenditure","Charity Status","Charity Type","How the charity helps","What the charity does","Who the charity helps","Activities","Charity Objects"
"1009910","0","THE ST BARNABAS SOCIETY","Regus Green Park, 200 Brook Drive, READING","RG2 6UB","Earley and Woodley","01865513377","office@stbarnabassociety.org.uk","www.stbarnabassociety.org.uk","31/05/2024","725271","685985","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations, Provides Other Finance","The Prevention Or Relief Of Poverty, Religious Activities","Other Defined Groups","The St Barnabas Society is a registered charity which operates in Great Britain and Ireland. It exists to provide pastoral and financial help to former clergy  and religious of other Christian denominations and other world faiths, who are resident in Great Britain and Ireland, and who have been led by faith and conscience into the full communion of the Catholic Church.","(1) THE ASSISTANCE WHETHER DIRECTLY OR INDIRECTLY AND IN WHATEVER WAY BEING CHARITABLE THE DIRECTORS THINK FIT OF PERSONS WHO HAVE BEEN RECEIVED INTO THE ROMAN CATHOLIC CHURCH AND WHO BEFORE SUCH INCEPTION HAD BEEN MINISTERS OF ANY NON-ROMAN CATHOLIC DENOMINATIONS  (2) THE RELIEF OF POVERTY WHETHER DIRECTLY OR INDIRECTLY AND IN WHATEVER WAY THE DIRECTORS THINK FIT OF:-  (A)PERSONS WHO HAVE BEEN RECEIVED INTO THE ROMAN CATHOLIC CHURCH AND WHO BEFORE SUCH RECEPTION HAD BEEN (WHETHER AS REGULAR MINISTERS OR AS LAY READERS OR OTHERWISE) THE HOLDERS OF ANY OFFICIAL POSITIONS IN ANY NON-ROMAN CATHOLIC RELIGIOUS BODY OR WHO HAD BEEN MEMBERS OF ANY NON-ROMAN CATHOLIC RELIGIOUS SISTERHOOD. (B) THE DEPENDANTS OF ANY PERSONS WHO MEET THE DESCRIPTION CONTAINED IN SUB-CLAUSE 3.2.1.(A) HEREOF OR ANY DECEASED PERSONS WHO MET THAT DESCRIPTION DURING THEIR LIFETIME. (2) THE RELIEF OF THE AGED, INFIRM OR POOR ROMAN CATHOLIC PRIESTS. (3) THE PROMOTION OF ANY CHARITABLE PURPOSE OR PURPOSES FOR OR CONNECTED WITH THE ADVANCEMENT OF THE ROMAN CATHOLIC RELIGION."
"1010625","0","THE THOMAS J HORNE MEMORIAL TRUST","12 Queen's Bay Crescent, EDINBURGH","EH15 2NA","Edinburgh East and Musselburgh","07811286335","cc@horne-trust.org.uk","","31/03/2024","960659","927620","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Overseas Aid/famine Relief, Accommodation/housing, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","The Trust makes grants primarily to the hospice movement and related charities in the UK, but also to other organisations such as those aiding disabled and homeless people and third world self-help groups.","TO PAY OR APPLY SO MUCH OF THE INCOME AND CAPITAL OF THE TRUST FUND AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE TO SUCH CHARITIES OR FOR SUCH CHARITABLE PURPOSES AND IN SUCH PROPORTIONS AND IN SUCH MANNER AND SUBJECT TO SUCH TERMS AND CONDITIONS AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE AT THEIR ABSOLUTE DISCRETION PROVIDED ALWAYS THE TRUSTEES SHALL HAVE POWER TO ACCUMULATE ALL OR ANY PART OF THE INCOME OF THE TRUST FUND FOR A PERIOD OF 21 YEARS FROM THE DATE OF THE DEED OR SUCH OTHER PERIOD AS THE LAW ALLOWS."
"1011611","0","THE PIED PIPER TRUST","LINTON LODGE, HIGHNAM, GLOUCESTER","GL28DF","Forest of Dean","01452501117","office@piedpiperappeal.co.uk","www.piedpiperappeal.co.uk","31/12/2023","859740","671429","Registered","Trust","Makes Grants To Organisations","The Advancement Of Health Or Saving Of Lives","Children/young People","The Pied Piper Appeal was founded in 1992 by Mr Peter Hickman MBE, with the aim to improve the lives of sick children in Gloucestershire by providing extra facilities that would comfort, reassure and give the best possible equipment when children are most in need.","A) THE RELIEF OF SICKNESS AMONST CHILDREN AND B) IN PARTICULAR BUT WITHOUT PREJUDICE TO THE GENERALITY OF THE FOREGOING 1) TO ASSIST FURTHER, PROMOTE AND ADVANCE THE CHARITABLE ACTIVITIES CARRIED ON BY THE GLOUCESTER HEALTH AUTHORITY OR ITS SUCCESSOR. 2) TO RAISE AND APPLY MONEY FOR THE BUILDING OF A NEW CHILDREN'S HOSPITAL IN THE REGION, ADMINISTERED BY THE GLOUCESTER HEALTH AUTHORITY OR ITS SUCCESSOR AND THEREAFTER TO PROVIDE EQUIPMENT AND SERVICES NEEDED TO ASSIST IN THE MAINTENANCE OF THE HIGHEST POSSIBLE STANDARDS OF CARE FOR CHILDREN"
"1013768","0","MERCURY PHOENIX TRUST","DALES EVANS & CO LTD, 88 BAKER STREET, LONDON","W1U 6TQ","Cities of London and Westminster","020 7298 1899","mercuryphoenixtrust@idrec.com","mercuryphoenixtrust.com","31/03/2024","500838","1033762","Registered","Trust","Makes Grants To Organisations","The Advancement Of Health Or Saving Of Lives","Other Charities Or Voluntary Bodies","To help relieve poverty, sickness and distress associated with AIDs","(I)TO RELIEVE THE POVERTY SICKNESS AND DISTRESS OF PEOPLE WITH ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS) AND HUMAN IMMUNO-DEFICIENCY VIRUS (HIV) (II)TO ADVANCE THE EDUCATION OF THE PUBLIC IN GENERAL IN THE ABOVE CONDITIONS THEIR TRANSMISSION TREATMENT AND CONSEQUENCES (III)THE PROVISION SUPPORT AND MAINTENANCE OF RESEARCH INTO THE CAUSES AND CURE OF AND HOSPICES SERVICES AND OTHER FACILITIES FOR THE TREATMENT OF AND ALLEVIATION OF THE SUFFERING OF PERSONS WITH THE ABOVE CONDITIONS (IV)THE CONDUCT AND SUPPORT OF RESEARCH INTO THE CAUSES AND CURE OF THE ABOVE CONDITIONS, TOGETHER WITH OTHER MEDICAL CONDITIONS RELATED TO/ASSOCIATED WITH OR OTHERWISE ALLIED/LINKED TO AIDS AND/OR HIV."
"1014399","0","OIZER CHARITABLE TRUST","1st Floor Cloister House, Riverside, New Bailey Street, Manchester","M3 5FS","Salford","01618328721","","","31/03/2024","888218","893953","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Accommodation/housing, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","To receive and distribute charitable donations to worthy causes within the Jewish community.","A) THE RELIEF OF POVERTY B) THE RELIEF OF SICKNESS C) THE ADVANCEMENT OF EDUCATION"
"1014823","0","THE JOSEPH AND LILIAN SULLY FOUNDATION","92 CRABTREE LANE, HARPENDEN","AL5 5RW","Harpenden and Berkhamsted","01582760752","pjtimms45@gmail.com","","31/03/2024","501417","890019","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Environment/conservation/heritage","Children/young People, The General Public/mankind","-The relief of suffering, distress, disease and poverty among children and the provision of education assistance for children, their families and their communities.-The conservation and other activities for the preservation of Epping Forest as a public amenity-Other general charitable purposes","1. THE RELIEF OF SUFFERING DISTRESS DISEASE AND POVERTY AMONG CHILDREN AND THE PROVISION OF EDUCATION AND ASSISTANCE FOR CHILDREN THEIR FAMILIES AND THEIR COMMUNITIES SO FAR AS CHARITABLE. 2. THE CONSERVATION OF AND ALL OTHER ACTIVITIES SO FAR AS CHARITABLE FOR PRESERVATION OF EPPING FOREST AS A PUBLIC AMENITY AND SUCH CHARITABLE INSTITUTION OR INSTITUTIONS OR OTHER CHARITABLE OBJECT OR OBJECTS OR OTHER CHARITABLE PURPOSE OR PURPOSES IN ANY PART OF THE WORLD AS THE TRUSTEES SHALL IN THEIR ABSOLUTE DISCRETION SHALL THINK TO SUPPORT OR ESTABLISH."
"1015648","0","THE ANDREW LLOYD WEBBER FOUNDATION","SYDMONTON COURT ESTATE, BURGHCLERE, NEWBURY, BERKSHIRE","RG20 9NJ","North West Hampshire","01635278594","enquiries@andrewlloydwebberfoundation.com","www.andrewlloydwebberfoundation.com","31/12/2024","565572","1212445","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space","Arts/culture/heritage/science","The General Public/mankind","Advancing the arts, culture and heritage for the public benefit by all charitable means, for example by providing grants and support to organisations and individuals, providing facilities to organisations, arranging the holding of exhibitions, promoting and encouraging organised research and experimental work, educating, training and instructing organisations and individuals.","THE OBJECTS OF THE TRUST HEREBY CREATED ARE TO PROMOTE THE ADVANCEMENT OF THE ARTS, CULTURE AND HERITAGE FOR THE PUBLIC BENEFIT BY ALL CHARITABLE MEANS AS THE TRUSTEES THINK FIT INCLUDING BUT NOT EXCLUSIVELY BY:

1) PROVIDING GRANTS AND SUPPORT TO ORGANISATIONS AND TO INDIVIDUALS
2) PROVIDING FACILITIES TO ORGANISATIONS AND TO INDIVIDUALS
3) ARRANGING, ORGANISING AND PROVIDING FOR THE HOLDING OF EXHIBITIONS MEETINGS SEMINARS LECTURES AND PERFORMANCES
4) PROMOTING AND ENCOURAGING ORGANISED RESEARCH AND EXPERIMENTAL WORK
5) EDUCATING, TRAINING AND INSTRUCTING ORGANISATIONS AND INDIVIDUALS."
"1015792","0","THE J J CHARITABLE TRUST","THE PEAK, 5 WILTON ROAD, LONDON","SW1V 1AP","Cities of London and Westminster","02074100330","info@sfct.org.uk","www.sfct.org.uk","05/04/2024","912895","2192428","Registered","Trust","Makes Grants To Organisations","Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Environment/conservation/heritage, Economic/community Development/employment","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","Grant making","TO OR TOWARDS OR FOR THE BENEFIT OF SUCH ONE OR MORE CHARITABLE PURPOSES OR CHARITABLE INSTITUTIONS AT SUCH TIME OR TIMES IN SUCH MANNER AND IN SUCH PROPORTIONS AS THE TRUSTEES MAY FROM TIME TO TIME IN THEIR DISCRETION DETERMINE"
"1016457","0","M ST J WAY CHARITABLE TRUST","2 LODORE ROAD, NEWCASTLE UPON TYNE","NE2 3NN","Newcastle upon Tyne North","01912842105","","","30/06/2024","651120","222274","Registered","Other","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Environment/conservation/heritage","Other Defined Groups","The object of the charity is to make donations and grants out of the income of the charity for general charitable purposes both nationally and overseas.","GENERAL CHARITABLE PURPOSES"
"1020294","0","HENRY AND REBECCA TINSLEY CHARITABLE TRUST","Tinsley Charitable Trust, 14 St Marys Street, Stamford, Lincs","PE9 2DF","Rutland and Stamford","01780762056","Lesleyedmunds@btconnect.com","","31/03/2024","639300","507343","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes","The General Public/mankind","Makes grants to charities (& very occasionally to non charitable organisations or individuals).","TO PAY, APPLY, APPROPRIATE OR TRANSFER THE WHOLE OR ANY PART OF THE CHARITY'S FUNDS AT SUCH TIMES AND FROM TIME TO TIME TO SUCH OTHER CHARITY OR CHARITIES OR FOR SUCH CHARITABLE PURPOSES AS THE TRUSTEES SHALL IN THEIR ABSOLUTE DISCRETION THINK FIT"
"1020301","0","DUSHINSKY TRUST LIMITED","23 BRAYDON ROAD, LONDON","N16 6QL","Hackney North and Stoke Newington","02088027144","","","31/03/2024","519196","544797","Registered","Charitable company","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups","To assist in the provision of orthodox jewish education and to alleviate poverty.","1.THE ADVANCEMENT OD RELIGION IN ACCORDANCE WITH THE ORTHODOX JEWISH FAITH. 2.THE RELIEF OF POVERTY."
"1021805","0","STANLEY AND ZEA LEWIS FAMILY FOUNDATION","S & Z LEWIS FAMILY FOUNDATION, 1st FLOOR, 38-39 HAMPSTEAD HIGH STREET, LONDON","NW3 1QE","Hampstead and Highgate","02078461881","","","31/03/2024","506863","476340","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies","Donations are made to various not for profit organisations to be applied for public benefit.","GENERAL CHARITABLE PURPOSES"
"1023245","0","FRANK BRAKE CHARITABLE TRUST","GILL TURNER TUCKER, 2 COUNTY GATE, STACEYS STREET, MAIDSTONE","ME14 1ST","Maidstone and Malling","01622759051","MICHAEL.TRIGG@ICLOUD.COM","","31/03/2024","650590","995022","Registered","Trust","Makes Grants To Organisations","General Charitable Purposes","Other Charities Or Voluntary Bodies","The charity invites applications from the Frank Brake Family for funding of worthy registered charities each year with a particular emphasis on local charities where the family knows the charity's representative. The applications are reviewed against these criteria and if approved, the funds are released.","GENERAL CHARITABLE PURPOSES"
"1023816","0","BRITISH FRIENDS OF BETH MEDROSH GOVOHA","49 Russell Gardens, LONDON","NW11 9NJ","Finchley and Golders Green","02087319327","mail@cohenarnold.com","","31/03/2024","602540","684344","Registered","Trust","Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, Religious Activities","Children/young People, People Of A Particular Ethnic Or Racial Origin","To raise funds for Yeshiva Beth Medrash Gevoha of America, a Talmudical College (Yeshiva) in Jerusalem, Israel.","TO PROMOTE AND ADVANCE JEWISH RELIGIOUS EDUCATION"
"1024664","0","BOB CHAMPION CANCER TRUST","Bob Champion Cancer Trust, 7 Square Rigger Row, Plantation Wharf, LONDON","SW11 3TZ","Battersea","02079243553","lucy@bobchampion.org.uk","www.bobchampion.org.uk","30/06/2024","615935","395820","Registered","Other","Makes Grants To Organisations, Sponsors Or Undertakes Research","The Advancement Of Health Or Saving Of Lives","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","To support research into the causation nature and treatment of patients with testicular cancer and other forms of malignant disease, particularly prostate cancer. Having built a laboratory with the Institute of Cancer Research there is a greater element of research into prostate cancer. The Bob Champion Research and Education Building was opened at the Norwich Research Park in February 2015.","TO SUPPORT RESEARCH INTO THE CAUSATION NATURE AND TREATMENT OF PATIENTS WITH TESTICULAR CANCER AND OTHER FORMS OF MALIGNANT DISEASE PARTICULARLY IN CHILDREN AND YOUNG ADULTS INCLUDING HODGKINS DISEASE AND NON-HODGKIN LYMPHOMA AND IN PARTICULAR THE RESEARCH AND PATIENT CARE UNDERTAKEN BY THE ROYAL MARSDEN HOSPITAL DOWNS ROAD SUTTON SURREY"
"1025258","0","THE GEOFFREY WATLING CHARITY","The Geoffrey Watling Charity, 8A Ber Street, NORWICH","NR1 3EJ","Norwich South","01603766736","enquiries@geoffreywatling.org.uk","www.geoffreywatling.org.uk","30/09/2024","805721","874007","Registered","Other","Makes Grants To Organisations","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage","Other Charities Or Voluntary Bodies","To pay or apply the annual income of the charity's funds to such charity or charities or for such charitable purpose or purposes as the trustees shall from time to time in their absolute discretion determine.","GENERAL CHARITABLE PURPOSES."
"1026062","0","EDITH MURPHY FOUNDATION","Ludlow Trust Co Ltd, Tower Wharf, Cheese Lane, BRISTOL","BS2 0JJ","Bristol Central","01173138200","charitabletrusts@ludlowtrust.com","http://www.edithmurphy.co.uk","31/03/2024","941637","1080799","Registered","Trust","Makes Grants To Organisations, Sponsors Or Undertakes Research","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Animals, Environment/conservation/heritage, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","To make donations to any charitable institution or foundation for the purposes of such institution's or foundation's
charitable objects of such amount or amounts and in such manner generally as the trustees shall in their absolute
discretion determine. Trust is open to applications. Please submit your application to https://funding.ludlowtrust.com","GENERAL CHARITABLE PURPOSES"
"1026927","0","ELRAHMA CHARITY TRUST","Suite 201, Stanmore Business & Innovation Cent, Stanmore Place, Howard Road, London","HA7 1BT","Harrow East","02084593244","projects@elrahma.org.uk","www.elrahma.org.uk","31/12/2023","649212","1144979","Registered","Other","Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space, Sponsors Or Undertakes Research","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief","Children/young People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies","The relief of poverty and advancement of education and religion in the Muslim community, to assist the poor and orphans of Islamic religion, to erect or help to erect schools, charitable institutions, mosques, orphanages and nurseries for the Islamic community in the United Kingdom and abroad.","THE RELIEF OF POVERTY AND ADVANCEMENT OF EDUCATION AND RELIGION IN THE MUSLIM COMMUNITY, IN THE UNITED KINGDOM AND ABROAD AND IN PARTICULAR TO ASSIST POOR PEOPLE AND ORPHANS OF ISLAMIC RELIGION IN THE UNITED KINGDOM AND ABROAD, TO ERECT OR HELP TO ERECT SCHOOLS, CHARITABLE INSTITUTIONS MOSQUES, ORPHANAGES AND NURSERIES FOR THE ISLAMIC COMMUNITY IN BRITAIN AND ABROAD;THE RELIEF OF POVERTY AND SUFFERING AMONG THE MUSLIMS"
"1040051","0","CLARA MARTINEAU CHARITY","Finance, PO Box 16306, Birmingham","B2 2XR","Birmingham Ladywood","01214643928","jackie.crowley@birmingham.gov.uk","","31/03/2024","643872","100302","Registered","Other","Makes Grants To Organisations","Education/training","Children/young People, People With Disabilities","Promote the residential education of children under the age of 19 years who have special ed. needs, and who are attending any school maintained by Birmingham City Council as local education authority.To provide facilities for recreation and other leisure time occupation for the benefit of such children with the object of improving their condition of life, with the same priority as aforesaid","1.TO PROMOTE THE EDUCATION (INCLUDING THE SOCIAL AND PHYSICAL TRAINING)OF CHILDREN UNDER THE AGE OF 19 YEARS WHO HAVE SPECIAL EDUCATIONAL NEEDS AND WHO ARE ATTENDING ANY EDUCATIONAL INSTITUTION WITHIN THE AREA OF BENEFIT.
2.TO PROVIDE FACILITIES FOR RECREATION AND OTHER LEISURE TIME OCCUPATION FOR THE BENEFIT OF SUCH CHILDREN WITH THE OBJECT OF IMPROVING THEIR CONDITIONS OF LIFE."
